what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.css.core,1.1.400.v201005261534,"org.eclipse.wst.css.core",1399702469802
started,bundle,org.eclipse.wst.css.ui,1.0.500.v201004290328,"org.eclipse.wst.css.ui",1399702469818
started,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1399702469829
started,bundle,org.eclipse.wst.html.core,1.1.400.v201005261534,"org.eclipse.wst.html.core",1399702469830
started,bundle,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.ui",1399702469831
started,bundle,org.eclipse.wst.jsdt.core,1.1.0.v201006030738,"org.eclipse.wst.jsdt.core",1399702469832
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.200.v201004150600,"org.eclipse.wst.jsdt.manipulation",1399702469833
started,bundle,org.eclipse.wst.jsdt.ui,1.1.0.v201005200157,"org.eclipse.wst.jsdt.ui",1399702469882
started,bundle,org.eclipse.wst.jsdt.web.core,1.0.300.v201004150625,"org.eclipse.wst.jsdt.web.core",1399702469883
started,bundle,org.eclipse.wst.jsdt.web.ui,1.0.300.v201006030742,"org.eclipse.wst.jsdt.web.ui",1399702469884
started,bundle,org.eclipse.wst.sse.core,1.1.500.v201006020308,"org.eclipse.wst.sse.core",1399702469885
started,bundle,org.eclipse.wst.sse.ui,1.2.0.v201006030742,"org.eclipse.wst.sse.ui",1399702469897
started,bundle,org.eclipse.wst.validation,1.2.200.v201005271900,"org.eclipse.wst.validation",1399702469898
started,bundle,org.eclipse.wst.xml.core,1.1.500.v201005271618,"org.eclipse.wst.xml.core",1399702469923
started,bundle,org.eclipse.wst.xml.ui,1.1.100.v201006030742,"org.eclipse.wst.xml.ui",1399702469929
os,sysinfo,,,"win32",1399702469937
arch,sysinfo,,,"x86_64",1399702469937
ws,sysinfo,,,"win32",1399702469937
locale,sysinfo,,,"en_US",1399702469937
processors,sysinfo,,,"4",1399702469937
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1399702469937
java.runtime.version,sysinfo,,,"1.7.0_51-b13",1399702469937
java.specification.name,sysinfo,,,"Java Platform API Specification",1399702469937
java.specification.vendor,sysinfo,,,"Oracle Corporation",1399702469937
java.specification.version,sysinfo,,,"1.7",1399702469937
java.vendor,sysinfo,,,"Oracle Corporation",1399702469937
java.version,sysinfo,,,"1.7.0_51",1399702469937
java.vm.info,sysinfo,,,"mixed mode",1399702469937
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1399702469937
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1399702469937
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1399702469937
java.vm.specification.version,sysinfo,,,"1.7",1399702469937
java.vm.vendor,sysinfo,,,"Oracle Corporation",1399702469937
java.vm.version,sysinfo,,,"24.51-b03",1399702469937
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1399702470124
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1399702470199
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1399702470370
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1399702470427
started,bundle,org.eclipse.mylyn.context.core,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.context.core",1399702470652
started,bundle,org.eclipse.mylyn.context.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.context.ui",1399702470698
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.tasks.ui",1399702470935
started,bundle,org.eclipse.mylyn.team.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.team.ui",1399702470975
started,bundle,org.eclipse.php.debug.daemon,2.2.0.v20100616-1900,"org.eclipse.php.debug.daemon",1399702471140
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1399702471262
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1399702471703
started,bundle,org.eclipse.update.core,3.2.400.v20100512,"org.eclipse.update.core",1399702471739
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1399702485936
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1399702489256
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1399702506547
